id,title,content,content_more,latitude,longitude,maplink,address,monday,tuesday,wednesday,thursday,friday ,saturday,sunday,contact,category,fee,in_outDoor,rating,website_link,photo_main,is_published,published_date,user
61,Kimberley Street Duck Kway Chap,"Kimberley Street Duck Kway Chap is a well-loved food stall in Penang that has been serving mouthwatering duck kway chap noodles for over 30 years. This traditional Teochew dish features flat, wide rice noodles in a rich, flavo","rful meat-based broth and can be paired with duck meat, pork intestine, coagulated blood, hard-boiled egg, preserved vegetables, pork belly, and more. The noodles are homemade using cherished family recipes, giving each bowl a truly authentic taste. If you're exploring Penang's vibrant street food scene, don’t miss the chance to try this must-have local favorite on Kimberley Street!",5.4162561,100.3328302,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.004813511651!2d100.33279370000002!3d5.4162349999999915!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac10eac72291d%3A0x8ce2cc9a211b3b22!2sKimberley%20Street%20Duck%20Kway%20Chap!5e0!3m2!1sen!2smy!4v1729918892894!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","135, Lebuh Kimberley, George Town, 10100 George Town, Pulau Pinang",1:00 pm-10:30 pm,1:00 pm-10:30 pm,1:00 pm-10:30 pm,Closed,1:00 pm-10:30 pm,1:00 pm-10:30 pm,1:00 pm-10:30 pm,016-4371819,Culinary Excellence,RM 1-21,Indoor&Outdoor,4,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrzLMv6ZNCWkYPmRvK8ReFGwwdqKv8kNFjrw&s,1,31/12/2024 14:55,1
62,Penang State Art Gallery,"The Penang State Art Gallery is a comprehensive collection devoted to modern and contemporary art. The non-circulating collection documents painting, sculpture, drawings, prints, photography, architecture, design, performance,","video, film, and emerging art forms from year 1965 to the present.

The Penang State Art Gallery presents artworks revolving around ideas of identity, urbanization, and globalization. These works raise pertinent issues on urban living in the modern cityscape and prompt us to consider how the artists have translated their visions about these issues into works of art.

Penang State Art Gallery serves as a platform/medium for local and international artists to hold their visual arts exhibitions which is located at Dewan Sri Pinang, Georgetown. As a result of this effort, Penang State Art Gallery has established a joint communication and exchange of ideas between local and international artists.

To enhance and accord prestige of our motherland visual artists, Penang State Art Gallery continues to increase the permanent collections to be equal with other public and private galleries. With this effort, Penang State Art Gallery indirectly gives recognition to the local artists when their artworks serve as a permanent collection and the Penang State Government take pride as the new owner of these permanent collection. Penang State Art Gallery has appreciated the contribution and involvement of every artist in Penang through the retrospective exhibition which is held every year since 2007. Collaboration between the Penang State Museum is not only limited to artists but has also enabled cooperation with higher learning institutions and with local and international art galleries.",5.4204818,100.338525,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.96586877944!2d100.3405895!3d5.4221568!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38510688665%3A0x5d9e15629610e488!2sBalai%20Senilukis%20Negeri!5e0!3m2!1sms!2smy!4v1729920178131!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Jalan Tun Syed Sheh Barakbah, George Town, 10200 George Town, Pulau Pinang",9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,9:00 am-5:00 pm,9:00 am-5:00 pm,04-2616466,Arts and Culture,Free,Indoor,4.2,http://www.penangmuseum.gov.my/,"https://penangartdistrict.com/wp-content/uploads/2020/09/Beyond2020-CoverPhoto-3-770x460.jpg
",1,4/1/2025 14:55,1
63,Universiti Sains Malaysia (USM) Museum And Art Gallery / Muzium & Galeri Tuanku Fauziah USM,Muzium & Galeri Tuanku Fauziah (MGTF) USM is amongst the earliest of its kind to be established in a local university. It is the only museum and gallery in this region that combines both the sciences and arts under one roof.,"Therefore, visiting MGTF promises a holistic and exciting learning and teaching experience. The conceptual premise of the MGTF is the emphasis on the promotion of a balanced symbiosis between heritage, modern and contemporary art, history of science and technology and the challenges of securing a sustainable development for today and the future. MGTF is fast becoming a regionally renowned repository of Malaysia’s artistic, cultural, scientific and technological heritage.  

MGTF USM is also known for its significant collection of modern art in Malaysia. It houses several precious artworks by pioneers of modern art in Malaysia such as Chee Wen Hsi, Chong Siew Peng, Chuah Thean Teng, Ko Ju Ping, Peter Harris, Hossein Enas, Syed Ahmad Jamal, Lee Joo For, Latiff Mohidin, Ibrahim Hussein, Dzulkifli Buyong, Zulkifli Dahlan, Yeoh Jin Leng, Ismail Zain and many more.  Recent works by contemporary Malaysian artists such as Wong Hoy Cheong, Bayu Utomo Radjikin, Ahmad Fuad Osman, Masnoor Ramli, Ahmad Shukri Mohamed, Raja Shahriman, Nur Hanim Khairuddin, Hayati Mokhtar, Sooshie Sulaiman, Nadiah Bamadhaj, Sharon Chin, Vincent Leong and Roopesh Sitharan compliment the works by the pioneers. This collection is also balanced by contemporary art exhibitions from various countries and interactive science and technology exhibitions.  

MGTF USM also features a collection of various cultural artifacts especially those related to the traditional forms of the performing arts such as Mak Yong, Gamelan, Wayang Kulit and Traditional Malay Daggers, other than an extensive collection art and science artefacts from the Islamic world. Chinese calligraphy by Kampo Harada, ethnographic artefacts, traditional tools and equipment of various ethnic groups in Malaysia, gemstone and ancient artefacts further complement the rich repository of artistic, cultural, scientific and technological collections of MGTF USM. These collections are kept alive through various interactive activities in the form of workshops, demonstrations, performances, short courses and lectures.

MGTF USM is a member of International Council of Museums (ICOM), University Museu",5.3608332,100.3068173,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.367171285057!2d100.3067636!3d5.360823499999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac10845ba7e09%3A0xa8415d614fd91ce0!2sMuzium%20%26%20Galeri%20Tuanku%20Fauziah!5e0!3m2!1sms!2smy!4v1729920278501!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","808, Jalan Pemimpin, 11800 Gelugor, Pulau Pinang",9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,04-6532483,Arts and Culture,Free,Indoor,4.5,http://www.mgtf.usm.my/,https://mypenang.gov.my/uploads/directory/784/images/USM-Museum-Gallery.jpg,1,8/1/2025 14:55,1
64,Hin Bus Depot,"Hin Bus Depot, a former bus terminal transformed into a vibrant cultural center, offers a unique blend of indoor and outdoor art exhibitions, along with a cozy cafe and weekend market. The depot's spacious grounds host multime","dia exhibition spaces, artistic workshops, cinema screenings, concerts, and pop-up craft markets on Sundays. This contemporary art space showcases progressive artists and artworks within its renovated art-deco buildings. Visitors can also admire murals by renowned artist Ernest Zacharevic that adorn the walls of the depot.",5.4124132,100.3282042,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.03378635277!2d100.3278775!3d5.411825299999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac31d94c7833b%3A0x89ffefcfe29d60f4!2sHin%20Bus%20Depot%20Artwork%20Sunday%20Popup%20Market!5e0!3m2!1sms!2smy!4v1729920336350!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","59a, Jalan Timah, George Town, 10030 George Town, Pulau Pinang",12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,-,Arts and Culture,Free,Indoor&Outdoor,4.6,https://hinbusdepot.com/,https://itin-dev.sfo2.cdn.digitaloceanspaces.com/freeImage/CjHLZQh3aXUJvuTnYGHAsSYkwrO7Blsf,1,9/1/2025 14:55,1
65,Art Bug,"Art Bug began as a picture framer before becoming an established decor art supplier. They primarily design and create various products from graphical art prints, framed arts, paintings, applied art for architectural and interi","or decoration items. Art Bug has evolved from the picture framing business into a studio that also designs and creates its own range of products. A group of young artists design the great variety of products at Art Bug. From graphical art prints to paintings, there truly is something for everyone's taste.",5.4194358,100.3138007,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.984346806906!2d100.3137914!3d5.4193479!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3b046574639%3A0x336ffda7fc1e76e9!2sArt%20Bug%20-%20the%20model%20builder!5e0!3m2!1sms!2smy!4v1729920366411!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","10050 Jalan Vermont, 10450 George Town, Pulau Pinang",8:30 am-6:00 pm,8:30 am-6:00 pm,8:30 am-6:00 pm,8:30 am-6:00 pm,8:30 am-6:00 pm,Closed,Closed,012-5390504,Arts and Culture,-,Indoor,4,http://www.artbug.biz/,https://mypenang.gov.my/uploads/directory/1286/images/Art-Bug.jpg,1,10/1/2025 14:55,1
66,The Star Pitt St. (Star Media Group Berhad),This historical three storey building which was built in 1905 was the head office of the Star newspaper from the 1970's to 2002. The Star Pitt Street has been rebranded to celebrate the cultural and diverse heritage of Penang.,"It now houses the Star's office and a book store on the ground floor, a resource centre and exhibition space on the first floor and The Penang Philharmonic Orchestra on the top floor. The bookstore is worth a visit with a wide range of publications from Areca and some souvenirs on sale.

The Penang based newspaper Star used to be edited and printed in this building, which now has still their advertising office for easy access, the main business is at Bayan Lepas. The space is open to enter and have a brief, but interesting look at the island's colourfull history. Search for the picture of Jimmy Choo, he is a Penangite too. There are books and souvenirs on sale and a free copy of Penang monthly to pick up. It has well written articles about the past glory and modern day life, sponsored by the think tank Penang Institute.",5.418778,100.3391867,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.988223553285!2d100.3392171!3d5.418758399999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38fdd23134f%3A0x3bb6b88f1e5d0f59!2sThe%20Star%20Pitt%20St.%20(Star%20Media%20Group%20Berhad)!5e0!3m2!1sms!2smy!4v1729920391559!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","15, Jln Masjid Kapitan Keling, George Town, 10200 George Town, Pulau Pinang",9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,Closed,Closed,04-2698000,Arts and Culture,-,Indoor,4.2,https://www.facebook.com/TheStarPittStreet/,https://fastly.4sqi.net/img/general/600x600/58216102_Z8L8KglfVsE7TKEcW-nqioWru0tLqnMovJVCFDcNEIM.jpg,1,11/1/2025 14:55,1
67,Teochew Puppet & Opera House,"Situated in an old-style Penang house with its long, narrow architecture and a central atrium, Teochew Puppet and Opera House is a museum of Teochew opera art, the first of its kind in Malaysia. The museum contains exhibits of","Teochew iron-rod puppets as well as costumes and props from live-size Teochew opera, telling the story of a remarkable family of opera performers over five generations. Visitors may also try on authentic opera costumes and try their hand at manipulating the unique iron-rod puppets. Though it is primarily an exhibition space, the Teochew Puppet & Opera House still occasionally holds opera performances, talks and workshops in the premises after hours.",5.4156963,100.3360755,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.008070902183!2d100.33615329999999!3d5.415739399999993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac391849d2697%3A0x96fe0db913de9619!2sTeochew%20Puppet%20%26%20Opera%20House!5e0!3m2!1sms!2smy!4v1729920412108!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","10200, 122, Lbh Armenian, George Town, 10300 George Town, Pulau Pinang",9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,014-3012518,Arts and Culture,"Admission Fee:
MyKad - RM 5 
Foreigners - RM 10
Children (aged 6 and below) - Free ",Indoor,4.7,http://teochewpuppet.com/,https://gtwhi.com.my/wp-content/uploads/2021/06/e7549aee36de0b737fd3b5df6c338ee2-scaled.jpg,1,12/1/2025 14:55,1
68,"The Art Gallery, Penang","The Art Gallery, Penang is a place to explore paintings from the past and present. Here, you can discover our current and past exhibitions, makes enquiries, view and perhaps own one of our collection of artworks or purchase ou","r art books.

We stock mostly Malaysian art, both contemporary and old masters and pioneers works by Malaysian Pioneer Artists such as Abdullah Ariff, Chuah Thean Teng, Khaw Sia, Kuo Ju Ping, Lee Cheng Yong and Yong Mun Sen. We are here specially for art collectors, lovers, students, and educators who wish to discover, learn and collect art.",5.4328432,100.3074601,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.8955172165793!2d100.310035!3d5.4328379!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac300cec24a97%3A0x5e3983c9a0567798!2sThe%20Art%20Gallery%2C%20Penang%20(Open%20by%20Appointments%20Only)!5e0!3m2!1sms!2smy!4v1729920437789!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","368-4-8, Bellisa Row, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang",Closed,Closed,Closed,Closed,2:00 pm-5:30 pm,2:00 pm-5:30 pm,2:00 pm-5:30 pm,012-6041434,Arts and Culture,-,Indoor,4.9,https://theartgallerypg.com/,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2f/bc/b0/gallery-exhibition-show.jpg?w=900&h=500&s=1,1,13/1/2025 14:55,1
69,Yahong Art Gallery,Yahong Gallery attractively displays the original batik paintings of Chuah Thean Teng. His works are avidly sought by both private collectors and museums throughout the world. Teng enjoys notability as the father and master of,"batik painting. He has transformed the ancient craft of batik into a fine art form. In addition, three of Teng's sons are fine artists working in batik painting as well as several other mediums. Although Teng's paintings occupy a prominent position in the gallery, Yahong also displays works of other notable artists in watercolour, Chinese ink and oil. Yahong's engaging display of vivid art work will tempt the casual buyer as well as the serious collector.",5.470206,100.2457327,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.647846260932!2d100.245683!3d5.470275000000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae8091c60d163%3A0x8757319312367526!2sYahong%20Art%20Gallery!5e0!3m2!1sms!2smy!4v1729923363113!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","58 D, Jalan Batu Ferringhi, Kampung Batu Feringgi, 11100 Batu Ferringhi, Pulau Pinang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,04-8811251,Arts and Culture,Free,Indoor,4,http://www.yahongart.com/,https://live.staticflickr.com/65535/52065457500_5df825c82d_b.jpg,1,14/1/2025 14:55,1
70,Wak Long Music & Art Centre,"Wak Long Music & Art Center is actively involved in traditional cultural performances throughout Penang, Kedah and Perlis. Traditional music performances presented by them include Wayang Kulit, Gamelan, Folk Music, Dikir Barat",", Music for Silat and Malay Drums. They also perform traditional Malay dances such as Tarian Inang, Joget, Zapin, Masri, Asyik, Makyung, and interactive dances such as Bamboo Dance and Kuda Kepang.

For Wayang Kulit shows, customers can choose the storyline and characters according to their preference. The characters can be custom made according to the storyline. Apart from that, customers can also purchase wall decorations and souvenirs that are made from goat leather. 

Wak Long Music & Art Centre also provides workshops on making  Wayang Kulit leather puppets and Wau Bulan (kites), Gamelan music, Makyung, Malay Drums, as well as Silat to the public. Those who are interested in learning how to make Wayang Kulit leather puppets or Wau Bulan, can choose to have the workshops in groups or individually.

For group workshops, participants can choose their desired location for the workshops to be conducted, or at Wak Long Music & Art Centre, which can fit up to 10 people for each session.",5.3525966,100.2996136,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.420687923818!2d100.3021885!3d5.352591299999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac1aa350ae217%3A0xc4859f9f2cc5b03f!2sWak%20Long%20Music%20%26%20Art%20Centre!5e0!3m2!1sms!2smy!4v1729923380103!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","79D, 3-15, Jalan Sungai Dua, Kampung Dua Bukit, 11700 Gelugor, Penang",10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,Closed,Closed,019-5409911,Arts and Culture,-,Indoor,4.3,https://m.facebook.com/100057357613702/,https://gtwhi.com.my/wp-content/uploads/2021/12/FB_IMG_1635495729813.jpg,1,15/1/2025 14:55,1
71,Galeri Seni Mutiara,"Galeri Seni Mutiara, owned by Mr Koay Soo Kau has the vision to promote art in Penang. It’s mission is to encourage, develop and foster interests in art and inculcate an appreciation and understanding.
Art today is an East","meets West affair, thus contemporary art will be exploring cross-cultural influences through integration to focus on the creative forces at work. The intense pace of change in the contemporary art world whether in information, the aesthetics or the sale of art continues at a global speed which challenges even the best informed art enthusiasts foster interests in art and inculcate an appreciation and understanding. Objectively, the gallery hopes to elevate its standard by organizing art activities, exhibitions, talks and forums. Visitation by distinguished artists promise a rich and motivating event through interaction and creating a platform for discussion towards the betterment of art.
The gallery intends to expand the number of art audiences and to broaden the collector’s base, and at the same time encourages a new art public to become more art involved.",5.3366261,100.2899395,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.5242765466332!2d100.2925144!3d5.3366207999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3918b82bf17%3A0x6f6418f66452a640!2sGaleri%20Seni%20Mutiara!5e0!3m2!1sms!2smy!4v1729924254503!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","31-12-16, Lebuh Nipah 5, Bukit Jambul, 11900 Bayan Lepas, Pulau Pinang",11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,016-4440167,Arts and Culture,Free,Indoor,4.3,http://galerisenimutiara.com/,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3c/7c/c1/galeri-seni-mutiara.jpg?w=800&h=500&s=1,1,16/1/2025 14:55,1
